n,dist,rho,sk,alpha_F
250,beta,-1,1,42.08281646074528
250,beta,-1,1,38.43298149995857
250,beta,-1,1,43.5973948748932
250,beta,-1,1,42.74635345813294
250,beta,-1,1,46.616710966158415
250,beta,-1,1,47.109686147920826
250,beta,-1,1,38.291248191542735
250,beta,-1,1,45.00688090423985
250,beta,-1,1,35.89426044489284
250,beta,-1,1,44.63454670461655
250,beta,-1,1,47.156520420858946
250,beta,-1,1,37.88206096910113
250,beta,-1,1,43.865951140327
250,beta,-1,1,34.421062946282134
250,beta,-1,1,36.2171522300719
250,beta,-1,1,39.035102099522014
250,beta,-1,1,40.44216026953626
250,beta,-1,1,45.29260301536111
250,beta,-1,1,46.532917496573994
250,beta,-1,1,41.635506298797566
250,beta,-1,1,41.677830881520315
250,beta,-1,1,45.05889427598565
250,beta,-1,1,43.59063785996172
250,beta,-1,1,44.47399593613618
250,beta,-1,1,44.89058265983142
250,beta,-1,1,33.81138245503477
250,beta,-1,1,39.22297843016703
250,beta,-1,1,34.24763627183276
250,beta,-1,1,37.544190136662955
250,beta,-1,1,32.05749361834191
250,beta,-1,1,38.74043777882819
250,beta,-1,1,40.255522709290204
250,beta,-1,1,41.08466204731473
250,beta,-1,1,39.56267600633034
250,beta,-1,1,39.84141394478263
250,beta,-1,1,71.03702272096878
250,beta,-1,1,39.449278849694565
250,beta,-1,1,40.45489286723106
250,beta,-1,1,54.3184641710674
250,beta,-1,1,42.4884116089987
250,beta,-1,1,45.56040099166594
250,beta,-1,1,47.537435863421706
250,beta,-1,1,38.93308090564753
250,beta,-1,1,47.024612383665854
250,beta,-1,1,50.06320545083427
250,beta,-1,1,39.36907604564153
250,beta,-1,1,47.93055346796598
250,beta,-1,1,33.6658177738222
250,beta,-1,1,39.98694968598889
250,beta,-1,1,44.3422550550599
250,beta,-1,1,48.54889031241783
250,beta,-1,1,45.72883652687208
250,beta,-1,1,45.8262490842288
250,beta,-1,1,42.837819384650714
250,beta,-1,1,48.83449470108805
250,beta,-1,1,43.14581990788743
250,beta,-1,1,45.42411071666081
250,beta,-1,1,40.52750967427149
250,beta,-1,1,36.61277791070909
250,beta,-1,1,38.143422075066695
250,beta,-1,1,44.91016223509542
250,beta,-1,1,58.41583232929404
250,beta,-1,1,37.526455095649
250,beta,-1,1,37.502519226822734
250,beta,-1,1,38.58648929539118
250,beta,-1,1,47.05666008289339
250,beta,-1,1,42.235574264787466
250,beta,-1,1,37.82811419862084
250,beta,-1,1,43.9798553880805
250,beta,-1,1,41.8211106948377
250,beta,-1,1,55.272257324821865
250,beta,-1,1,54.96086721760293
250,beta,-1,1,57.75078125263427
250,beta,-1,1,51.16179484248979
250,beta,-1,1,35.963483429064254
250,beta,-1,1,39.18356820539849
250,beta,-1,1,43.63155448538454
250,beta,-1,1,60.32965444116047
250,beta,-1,1,43.40464337762082
250,beta,-1,1,42.728688212285896
250,beta,-1,1,43.362574478244596
250,beta,-1,1,43.33840319384141
250,beta,-1,1,36.07594288255194
250,beta,-1,1,46.08575169099608
250,beta,-1,1,50.868084001178765
250,beta,-1,1,47.510848347524416
250,beta,-1,1,55.29974962251301
250,beta,-1,1,39.26826831728518
250,beta,-1,1,34.80342981774393
250,beta,-1,1,45.86303261369268
250,beta,-1,1,50.5723958367062
250,beta,-1,1,37.71941073234338
250,beta,-1,1,42.09744980477098
250,beta,-1,1,37.3541301205328
250,beta,-1,1,47.94549652266777
250,beta,-1,1,44.142304836289455
250,beta,-1,1,41.0401470866872
250,beta,-1,1,29.37765418375263
250,beta,-1,1,37.15411875776239
250,beta,-1,1,47.460946266922136
250,beta,-1,1,45.091334776282174
250,beta,-1,1,39.27799633237448
250,beta,-1,1,34.4716682771799
250,beta,-1,1,57.027233411570464
250,beta,-1,1,42.472944527465174
250,beta,-1,1,35.95243524321883
250,beta,-1,1,44.50990998190395
250,beta,-1,1,36.399080660646916
250,beta,-1,1,39.71411502064177
250,beta,-1,1,41.45300475138461
250,beta,-1,1,50.99455695600922
250,beta,-1,1,41.448699708047265
250,beta,-1,1,33.36393227163504
250,beta,-1,1,47.82558104977028
250,beta,-1,1,38.55965532828896
250,beta,-1,1,45.18320291860476
250,beta,-1,1,38.36068571086604
250,beta,-1,1,31.193739437462614
250,beta,-1,1,35.63764472154919
250,beta,-1,1,37.32932513190704
250,beta,-1,1,49.18344888340101
250,beta,-1,1,44.15103971931394
